survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,age_standardized,fare_standardized
0,3,male,28.0,1,0,15.5,Q,Third,man,True,Queenstown,no,False,-0.10463740114712752,-0.3363340021468808
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,-0.10463740114712752,-0.49237782784290063
0,3,male,28.0,2,0,21.6792,C,Third,man,True,Cherbourg,no,False,-0.10463740114712752,-0.21191774308354583
0,3,female,18.0,1,0,17.8,S,Third,woman,False,Southampton,no,False,-0.8731358343600393,-0.29002422161773944
0,3,male,7.0,4,1,39.6875,S,Third,child,False,Southampton,no,False,-1.7184841108942424,0.1506737441786005
0,3,male,21.0,0,0,7.8,S,Third,man,True,Southampton,no,True,-0.6425863043961658,-0.4913710934835715
1,1,female,49.0,1,0,76.7292,C,First,woman,False,Cherbourg,yes,False,1.5092093085999871,0.8964967865378598
1,2,female,29.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,-0.027787557825836348,-0.12491978668775715
0,1,male,65.0,0,1,61.9792,C,First,man,True,Cherbourg,no,False,2.738806801740646,0.5995101505357573
1,1,male,28.0,0,0,35.5,S,First,man,True,Southampton,yes,True,-0.10463740114712752,0.06635974158478332
1,2,female,21.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,-0.6425863043961658,-0.43700743807979686
0,3,male,28.5,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,-0.06621247948648194,-0.5028639729296732
1,2,female,5.0,1,2,27.75,S,Second,child,False,Southampton,yes,False,-1.8721837975368247,-0.08968408411123653
0,3,male,11.0,5,2,46.9,S,Third,child,False,Southampton,no,False,-1.4110847376090776,0.2958951755118318
0,3,male,22.0,0,0,7.2292,C,Third,man,True,Cherbourg,no,True,-0.5657364610748746,-0.5028639729296732
1,1,female,38.0,0,0,80.0,S,First,woman,False,Southampton,yes,True,0.6638610320657843,0.962353321387736
0,1,male,45.0,1,0,83.475,S,First,man,True,Southampton,no,False,1.2018099353148226,1.0323213593611125
0,3,male,4.0,3,2,27.9,S,Third,child,False,Southampton,no,False,-1.949033640858116,-0.08666388103324908
0,1,male,28.0,0,0,27.7208,C,First,man,True,Cherbourg,no,True,-0.10463740114712752,-0.09027201697708476
1,3,male,28.0,1,1,15.2458,C,Third,man,True,Cherbourg,yes,False,-0.10463740114712752,-0.3414522396297103
1,2,female,29.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,-0.027787557825836348,-0.43700743807979686
0,3,male,19.0,0,0,8.1583,S,Third,man,True,Southampton,no,True,-0.7962859910387481,-0.4841568350646187
1,3,female,17.0,4,2,7.925,S,Third,woman,False,Southampton,yes,False,-0.9499856776813305,-0.4888542575852486
0,3,male,26.0,2,0,8.6625,S,Third,man,True,Southampton,no,False,-0.2583370877897099,-0.47400492578514347
0,2,male,32.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0.20276197213803718,-0.43700743807979686
0,3,female,16.0,5,2,46.9,S,Third,woman,False,Southampton,no,False,-1.0268355210026217,0.2958951755118318
0,2,male,21.0,0,0,73.5,S,Second,man,True,Southampton,no,True,-0.6425863043961658,0.8314778546749452
0,3,male,26.0,1,0,14.4542,C,Third,man,True,Cherbourg,no,False,-0.2583370877897099,-0.3573908580066095
1,3,male,32.0,0,0,56.4958,S,Third,man,True,Southampton,yes,True,0.20276197213803718,0.48910360681684706
0,3,male,25.0,0,0,7.65,S,Third,man,True,Southampton,no,True,-0.33518693111100106,-0.494391296561559
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.10463740114712752,-0.4894421904510968
0,3,male,28.0,0,0,8.05,S,Third,man,True,Southampton,no,True,-0.10463740114712752,-0.4863374216869257
1,2,male,0.83,0,2,29.0,S,Second,child,False,Southampton,yes,False,-2.192647644186609,-0.06451572512800753
1,3,female,30.0,0,0,12.475,S,Third,woman,False,Southampton,yes,True,0.04906228549545483,-0.397241430886295
0,3,male,22.0,0,0,9.0,S,Third,man,True,Southampton,no,True,-0.5657364610748746,-0.46720946885967163
1,3,male,29.0,0,0,9.5,S,Third,man,True,Southampton,yes,True,-0.027787557825836348,-0.45714212526638004
1,3,female,28.0,0,0,7.7875,Q,Third,woman,False,Queenstown,yes,True,-0.10463740114712752,-0.49162277707340374
0,1,male,28.0,0,0,47.1,S,First,man,True,Southampton,no,True,-0.10463740114712752,0.29992211294914856
1,2,female,17.0,0,0,10.5,S,Second,woman,False,Southampton,yes,True,-0.9499856776813305,-0.43700743807979686
1,3,female,33.0,3,0,15.85,S,Third,woman,False,Southampton,yes,False,0.27961181545932834,-0.32928686163157667
0,3,male,16.0,1,3,34.375,S,Third,man,True,Southampton,no,False,-1.0268355210026217,0.04370821849987721
0,3,male,28.0,0,0,8.05,S,Third,man,True,Southampton,no,True,-0.10463740114712752,-0.4863374216869257
1,1,female,23.0,3,2,263.0,S,First,woman,False,Southampton,yes,False,-0.48888661775358344,4.647001076532463
0,3,male,24.0,0,0,8.05,S,Third,man,True,Southampton,no,True,-0.41203677443229225,-0.4863374216869257
0,3,male,29.0,0,0,8.05,S,Third,man,True,Southampton,no,True,-0.027787557825836348,-0.4863374216869257
0,3,male,20.0,0,0,7.8542,S,Third,man,True,Southampton,no,True,-0.719436147717457,-0.4902797934380587
0,1,male,46.0,1,0,61.175,S,First,man,True,Southampton,no,False,1.2786597786361138,0.5833178351003071
0,3,male,26.0,1,2,20.575,S,Third,man,True,Southampton,no,False,-0.2583370877897099,-0.23415046467497105
0,3,male,59.0,0,0,7.25,S,Third,man,True,Southampton,no,True,2.277707741812899,-0.5024451714361923
0,3,male,28.0,0,0,8.05,S,Third,man,True,Southampton,no,True,-0.10463740114712752,-0.4863374216869257
0,1,male,71.0,0,0,34.6542,C,First,man,True,Cherbourg,no,True,3.1999058616683933,0.0493298231623713
1,1,male,23.0,0,1,63.3583,C,First,man,True,Cherbourg,yes,False,-0.48888661775358344,0.6272778976347743
1,2,female,34.0,0,1,23.0,S,Second,woman,False,Southampton,yes,False,0.35646165878061953,-0.18532384824750675
0,2,male,34.0,1,0,26.0,S,Second,man,True,Southampton,no,False,0.35646165878061953,-0.12491978668775715
0,3,female,28.0,0,0,7.8958,S,Third,woman,False,Southampton,no,True,-0.10463740114712752,-0.4894421904510968
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.10463740114712752,-0.4894421904510968
0,1,male,21.0,0,1,77.2875,S,First,man,True,Southampton,no,False,-0.6425863043961658,0.907737982394129
0,3,male,33.0,0,0,8.6542,S,Third,man,True,Southampton,no,True,0.27961181545932834,-0.4741720436887921
0,3,male,37.0,2,0,7.925,S,Third,man,True,Southampton,no,False,0.5870111887444931,-0.4888542575852486
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.10463740114712752,-0.4894421904510968
1,3,female,21.0,0,0,7.65,S,Third,woman,False,Southampton,yes,True,-0.6425863043961658,-0.494391296561559
1,3,male,28.0,0,0,7.775,S,Third,man,True,Southampton,yes,True,-0.10463740114712752,-0.4918744606632361
0,3,male,38.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0.6638610320657843,-0.4894421904510968
1,3,female,28.0,1,0,24.15,Q,Third,woman,False,Queenstown,yes,False,-0.10463740114712752,-0.1621689579829361
0,1,male,47.0,0,0,52.0,S,First,man,True,Southampton,no,True,1.3555096219574048,0.39858208016340624
0,3,female,14.5,1,0,14.4542,C,Third,child,False,Cherbourg,no,False,-1.1421102859845584,-0.3573908580066095
0,3,male,22.0,0,0,8.05,S,Third,man,True,Southampton,no,True,-0.5657364610748746,-0.4863374216869257
0,3,female,20.0,1,0,9.825,S,Third,woman,False,Southampton,no,False,-0.719436147717457,-0.4505983519307405
0,3,female,17.0,0,0,14.4583,C,Third,woman,False,Cherbourg,no,True,-0.9499856776813305,-0.3573083057891445
0,3,male,21.0,0,0,7.925,S,Third,man,True,Southampton,no,True,-0.6425863043961658,-0.4888542575852486
0,3,male,70.5,0,0,7.75,Q,Third,man,True,Queenstown,no,True,3.1614809400077477,-0.49237782784290063
0,2,male,29.0,1,0,21.0,S,Second,man,True,Southampton,no,False,-0.027787557825836348,-0.22559322262067316
0,1,male,24.0,0,1,247.5208,C,First,man,True,Cherbourg,no,False,-0.41203677443229225,4.335332226633905
0,3,female,2.0,4,2,31.275,S,Third,child,False,Southampton,no,False,-2.1027333275006983,-0.01870931177853076
0,2,male,21.0,2,0,73.5,S,Second,man,True,Southampton,no,False,-0.6425863043961658,0.8314778546749452
0,3,male,28.0,0,0,8.05,S,Third,man,True,Southampton,no,True,-0.10463740114712752,-0.4863374216869257
0,2,male,32.5,1,0,30.0708,C,Second,man,True,Cherbourg,no,False,0.24118689379868277,-0.04295550208861426
1,2,female,32.5,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0.24118689379868277,-0.3866707201133388
0,1,male,54.0,0,1,77.2875,S,First,man,True,Southampton,no,False,1.893458525206443,0.907737982394129
1,3,male,12.0,1,0,11.2417,C,Third,child,False,Cherbourg,yes,False,-1.3342348942877864,-0.42207354059350805
0,3,male,28.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,-0.10463740114712752,-0.49237782784290063
1,3,male,24.0,0,0,7.1417,S,Third,man,True,Southampton,yes,True,-0.41203677443229225,-0.5046257580584992
1,3,female,28.0,1,1,22.3583,C,Third,woman,False,Cherbourg,yes,False,-0.10463740114712752,-0.19824427701513722
0,3,male,45.0,0,0,6.975,S,Third,man,True,Southampton,no,True,1.2018099353148226,-0.5079822104125026
0,3,male,33.0,0,0,7.8958,C,Third,man,True,Cherbourg,no,True,0.27961181545932834,-0.4894421904510968
0,3,male,20.0,0,0,7.05,S,Third,man,True,Southampton,no,True,-0.719436147717457,-0.5064721088735089
0,3,female,47.0,1,0,14.5,S,Third,woman,False,Southampton,no,False,1.3555096219574048,-0.35646868933346404
1,2,female,29.0,1,0,26.0,S,Second,woman,False,Southampton,yes,False,-0.027787557825836348,-0.12491978668775715
0,2,male,25.0,0,0,13.0,S,Second,man,True,Southampton,no,True,-0.33518693111100106,-0.3866707201133388
0,2,male,23.0,0,0,15.0458,C,Second,man,True,Cherbourg,no,True,-0.48888661775358344,-0.3454791770670269
1,1,female,19.0,0,2,26.2833,S,First,woman,False,Southampton,yes,False,-0.7962859910387481,-0.11921562980779811
0,1,male,37.0,1,0,53.1,S,First,man,True,Southampton,no,False,0.5870111887444931,0.4207302360686478
0,3,male,16.0,0,0,9.2167,S,Third,man,True,Southampton,no,True,-1.0268355210026217,-0.4628462821463391
0,1,male,24.0,0,0,79.2,C,First,man,True,Cherbourg,no,True,-0.41203677443229225,0.9462455716384695
0,3,female,28.0,0,2,15.2458,C,Third,woman,False,Cherbourg,no,False,-0.10463740114712752,-0.3414522396297103
1,3,female,22.0,0,0,7.75,S,Third,woman,False,Southampton,yes,True,-0.5657364610748746,-0.49237782784290063
1,3,female,24.0,1,0,15.85,S,Third,woman,False,Southampton,yes,False,-0.41203677443229225,-0.32928686163157667
0,3,male,19.0,0,0,6.75,Q,Third,man,True,Queenstown,no,True,-0.7962859910387481,-0.5125125150294839
0,2,male,18.0,0,0,11.5,S,Second,man,True,Southampton,no,True,-0.8731358343600393,-0.41687275089321363
0,2,male,19.0,1,1,36.75,S,Second,man,True,Southampton,no,False,-0.7962859910387481,0.09152810056801232
1,3,male,27.0,0,0,7.7958,S,Third,man,True,Southampton,yes,True,-0.1814872444684187,-0.49145565916975514
0,3,female,9.0,2,2,34.375,S,Third,child,False,Southampton,no,False,-1.56478442425166,0.04370821849987721
0,2,male,36.5,0,2,26.0,S,Second,man,True,Southampton,no,False,0.5485862670838475,-0.12491978668775715
0,2,male,42.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.9712604053509489,-0.3866707201133388
0,2,male,51.0,0,0,12.525,S,Second,man,True,Southampton,no,True,1.6629089952425695,-0.39623469652696586
1,1,female,22.0,1,0,66.6,S,First,woman,False,Southampton,yes,False,-0.5657364610748746,0.6925485130875209
0,3,male,55.5,0,0,8.05,S,Third,man,True,Southampton,no,True,2.00873329018838,-0.4863374216869257
0,3,male,40.5,0,2,14.5,S,Third,man,True,Southampton,no,False,0.8559856403690123,-0.35646868933346404
0,3,male,28.0,0,0,7.3125,S,Third,man,True,Southampton,no,True,-0.10463740114712752,-0.5011867534870308
0,1,male,51.0,0,1,61.3792,C,First,man,True,Cherbourg,no,False,1.6629089952425695,0.5874293382238074
1,3,female,16.0,0,0,7.7333,Q,Third,woman,False,Queenstown,yes,True,-1.0268355210026217,-0.49271407711891657
0,3,male,30.0,0,0,8.05,S,Third,man,True,Southampton,no,True,0.04906228549545483,-0.4863374216869257
0,3,male,28.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,-0.10463740114712752,-0.47400492578514347
0,3,male,28.0,8,2,69.55,S,Third,man,True,Southampton,no,False,-0.10463740114712752,0.7519458402879414
0,3,male,44.0,0,1,16.1,S,Third,man,True,Southampton,no,False,1.1249600919935314,-0.32425318983493084
1,2,female,40.0,0,0,15.75,S,Second,woman,False,Southampton,yes,True,0.8175607187083667,-0.331300330350235
0,3,male,26.0,0,0,7.775,S,Third,man,True,Southampton,no,True,-0.2583370877897099,-0.4918744606632361
0,3,male,17.0,0,0,8.6625,S,Third,man,True,Southampton,no,True,-0.9499856776813305,-0.47400492578514347
0,3,male,1.0,4,1,39.6875,S,Third,child,False,Southampton,no,False,-2.1795831708219895,0.1506737441786005
1,3,male,9.0,0,2,20.525,S,Third,child,False,Southampton,yes,False,-1.56478442425166,-0.2351571990343002
1,1,female,28.0,0,1,55.0,S,First,woman,False,Southampton,yes,False,-0.10463740114712752,0.4589861417231558
0,3,female,45.0,1,4,27.9,S,Third,woman,False,Southampton,no,False,1.2018099353148226,-0.08666388103324908
0,1,male,28.0,0,0,25.925,S,First,man,True,Southampton,no,True,-0.10463740114712752,-0.12642988822675086
0,3,male,28.0,0,0,56.4958,S,Third,man,True,Southampton,no,True,-0.10463740114712752,0.48910360681684706
0,1,male,61.0,0,0,33.5,S,First,man,True,Southampton,no,True,2.4314074284554814,0.026090367211616904
0,3,male,4.0,4,1,29.125,Q,Third,child,False,Queenstown,no,False,-1.949033640858116,-0.06199888922968463
1,3,female,1.0,1,1,11.1333,S,Third,child,False,Southampton,yes,False,-2.1795831708219895,-0.4242561406845337
0,3,male,21.0,0,0,7.925,S,Third,man,True,Southampton,no,True,-0.6425863043961658,-0.4888542575852486
0,1,male,56.0,0,0,30.6958,C,First,man,True,Cherbourg,no,True,2.0471582118490255,-0.030371322596999754
0,3,male,18.0,1,1,7.8542,S,Third,man,True,Southampton,no,False,-0.8731358343600393,-0.4902797934380587
0,3,male,28.0,3,1,25.4667,S,Third,man,True,Southampton,no,False,-0.10463740114712752,-0.13565761536436197
0,1,female,50.0,0,0,28.7125,C,First,woman,False,Cherbourg,no,True,1.5860591519212783,-0.07030444769415023
0,2,male,30.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.04906228549545483,-0.3866707201133388
0,3,male,36.0,0,0,0.0,S,Third,man,True,Southampton,no,True,0.5101613454232019,-0.6484216535389205
0,3,female,28.0,8,2,69.55,S,Third,woman,False,Southampton,no,False,-0.10463740114712752,0.7519458402879414
0,2,male,28.0,0,0,15.05,C,Second,man,True,Cherbourg,no,True,-0.10463740114712752,-0.34539461138084326
0,3,male,9.0,4,2,31.3875,S,Third,child,False,Southampton,no,False,-1.56478442425166,-0.016444159470040135
1,2,male,1.0,2,1,39.0,S,Second,child,False,Southampton,yes,False,-2.1795831708219895,0.13683114673782454
1,3,female,4.0,0,2,22.025,S,Third,child,False,Southampton,yes,False,-1.949033640858116,-0.20495516825442542
0,1,male,28.0,0,0,50.0,S,First,man,True,Southampton,no,True,-0.10463740114712752,0.3583127057902398
1,3,female,28.0,1,0,15.5,Q,Third,woman,False,Queenstown,yes,False,-0.10463740114712752,-0.3363340021468808
1,1,male,45.0,0,0,26.55,S,First,man,True,Southampton,yes,True,1.2018099353148226,-0.11384570873513637
0,3,male,40.0,1,1,15.5,Q,Third,man,True,Queenstown,no,False,0.8175607187083667,-0.3363340021468808
0,3,male,36.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,0.5101613454232019,-0.4894421904510968
1,2,female,32.0,0,0,13.0,S,Second,woman,False,Southampton,yes,True,0.20276197213803718,-0.3866707201133388
0,2,male,19.0,0,0,13.0,S,Second,man,True,Southampton,no,True,-0.7962859910387481,-0.3866707201133388
1,3,female,19.0,1,0,7.8542,S,Third,woman,False,Southampton,yes,False,-0.7962859910387481,-0.4902797934380587
1,2,male,3.0,1,1,26.0,S,Second,child,False,Southampton,yes,False,-2.025883484179407,-0.12491978668775715
1,1,female,44.0,0,0,27.7208,C,First,woman,False,Cherbourg,yes,True,1.1249600919935314,-0.09027201697708476
1,1,female,58.0,0,0,146.5208,C,First,woman,False,Cherbourg,yes,True,2.200857898491608,2.301728820789
0,3,male,28.0,0,0,7.75,Q,Third,man,True,Queenstown,no,True,-0.10463740114712752,-0.49237782784290063
0,3,male,42.0,0,1,8.4042,S,Third,man,True,Southampton,no,False,0.9712604053509489,-0.47920571548543794
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,-0.10463740114712752,-0.49237782784290063
0,2,female,24.0,0,0,13.0,S,Second,woman,False,Southampton,no,True,-0.41203677443229225,-0.3866707201133388
0,3,male,28.0,0,0,9.5,S,Third,man,True,Southampton,no,True,-0.10463740114712752,-0.45714212526638004
0,3,male,28.0,8,2,69.55,S,Third,man,True,Southampton,no,False,-0.10463740114712752,0.7519458402879414
0,3,male,34.0,0,0,6.4958,S,Third,man,True,Southampton,no,True,0.35646165878061953,-0.5176307525123133
0,3,male,45.5,0,0,7.225,C,Third,man,True,Cherbourg,no,True,1.2402348569754682,-0.5029485386158568
1,3,male,18.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,-0.8731358343600393,-0.4863374216869257
0,3,female,2.0,0,1,10.4625,S,Third,child,False,Southampton,no,False,-2.1027333275006983,-0.43776248884929375
0,3,male,32.0,1,0,15.85,S,Third,man,True,Southampton,no,False,0.20276197213803718,-0.32928686163157667
1,3,male,26.0,0,0,18.7875,C,Third,man,True,Cherbourg,yes,True,-0.2583370877897099,-0.2701412180209885
1,3,female,16.0,0,0,7.75,Q,Third,woman,False,Queenstown,yes,True,-1.0268355210026217,-0.49237782784290063
1,1,male,40.0,0,0,31.0,C,First,man,True,Cherbourg,yes,True,0.8175607187083667,-0.024246350754841113
0,3,male,24.0,0,0,7.05,S,Third,man,True,Southampton,no,True,-0.41203677443229225,-0.5064721088735089
1,2,female,35.0,0,0,21.0,S,Second,woman,False,Southampton,yes,True,0.4333115021019107,-0.22559322262067316
0,3,male,22.0,0,0,7.25,S,Third,man,True,Southampton,no,True,-0.5657364610748746,-0.5024451714361923
0,2,male,30.0,0,0,13.0,S,Second,man,True,Southampton,no,True,0.04906228549545483,-0.3866707201133388
0,3,male,28.0,1,0,7.75,Q,Third,man,True,Queenstown,no,False,-0.10463740114712752,-0.49237782784290063
1,1,female,31.0,1,0,113.275,C,First,woman,False,Cherbourg,yes,False,0.12591212881674602,1.6323350375212924
1,3,female,27.0,0,0,7.925,S,Third,woman,False,Southampton,yes,True,-0.1814872444684187,-0.4888542575852486
0,2,male,42.0,1,0,27.0,S,Second,man,True,Southampton,no,False,0.9712604053509489,-0.10478509950117394
1,1,female,32.0,0,0,76.2917,C,First,woman,False,Cherbourg,yes,True,0.20276197213803718,0.8876878608937296
0,2,male,30.0,0,0,10.5,S,Second,man,True,Southampton,no,True,0.04906228549545483,-0.43700743807979686
1,3,male,16.0,0,0,8.05,S,Third,man,True,Southampton,yes,True,-1.0268355210026217,-0.4863374216869257
0,2,male,27.0,0,0,13.0,S,Second,man,True,Southampton,no,True,-0.1814872444684187,-0.3866707201133388
0,3,male,51.0,0,0,8.05,S,Third,man,True,Southampton,no,True,1.6629089952425695,-0.4863374216869257
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,no,True,-0.10463740114712752,-0.4894421904510968
1,1,male,38.0,1,0,90.0,S,First,man,True,Southampton,yes,False,0.6638610320657843,1.163700193253568
0,3,male,22.0,0,0,9.35,S,Third,man,True,Southampton,no,True,-0.5657364610748746,-0.4601623283443675
1,2,male,19.0,0,0,10.5,S,Second,man,True,Southampton,yes,True,-0.7962859910387481,-0.43700743807979686
0,3,male,20.5,0,0,7.25,S,Third,man,True,Southampton,no,True,-0.6810112260568114,-0.5024451714361923
0,2,male,18.0,0,0,13.0,S,Second,man,True,Southampton,no,True,-0.8731358343600393,-0.3866707201133388
0,3,female,28.0,3,1,25.4667,S,Third,woman,False,Southampton,no,False,-0.10463740114712752,-0.13565761536436197
1,1,female,35.0,1,0,83.475,S,First,woman,False,Southampton,yes,False,0.4333115021019107,1.0323213593611125
0,3,male,29.0,0,0,7.775,S,Third,man,True,Southampton,no,True,-0.027787557825836348,-0.4918744606632361
0,2,male,59.0,0,0,13.5,S,Second,man,True,Southampton,no,True,2.277707741812899,-0.3766033765200472
1,3,female,5.0,4,2,31.3875,S,Third,child,False,Southampton,yes,False,-1.8721837975368247,-0.016444159470040135
0,2,male,24.0,0,0,10.5,S,Second,man,True,Southampton,no,True,-0.41203677443229225,-0.43700743807979686
0,3,female,28.0,0,0,7.55,S,Third,woman,False,Southampton,no,True,-0.10463740114712752,-0.49640476528021726
0,2,male,44.0,1,0,26.0,S,Second,man,True,Southampton,no,False,1.1249600919935314,-0.12491978668775715
1,2,female,8.0,0,2,26.25,S,Second,child,False,Southampton,yes,False,-1.6416342675729512,-0.11988611489111134
0,2,male,19.0,0,0,10.5,S,Second,man,True,Southampton,no,True,-0.7962859910387481,-0.43700743807979686
0,2,male,33.0,0,0,12.275,S,Second,man,True,Southampton,no,True,0.27961181545932834,-0.4012683683236117
0,3,female,28.0,1,0,14.4542,C,Third,woman,False,Cherbourg,no,False,-0.10463740114712752,-0.3573908580066095
1,3,female,28.0,1,0,15.5,Q,Third,woman,False,Queenstown,yes,False,-0.10463740114712752,-0.3363340021468808
0,2,male,29.0,0,0,10.5,S,Second,man,True,Southampton,no,True,-0.027787557825836348,-0.43700743807979686
0,3,male,22.0,0,0,7.125,S,Third,man,True,Southampton,no,True,-0.5657364610748746,-0.5049620073345151
0,3,male,30.0,0,0,7.225,C,Third,man,True,Cherbourg,no,True,0.04906228549545483,-0.5029485386158568
